version,carrier,mcc,mnc,apn,type,mmsc,mmsproxy,mmsport,user,password,proxy,port,server,authtype
1,DobsonMMS,310,560,dobsoncellularwap,mms,http://mmsc,172.23.1.252,8799,,,,,,
1,ChinookMMS,310,570,wapgw.chinookwireless.net,mms,http://mms.cellonenation.net/mms/,204.181.155.195,8080,,,,,,
1,T-Mobile US 580,310,580,epc.tmobile.com,default/supl/mms,http://mms.msg.eng.t-mobile.com/mms/wapenc,,,none,none,,,*,
1,CellularOne MMS,310,590,cellular1wap,mms,http://mmsc,172.23.1.252,8799,,,,,,
1,EpicINT,310,610,internet.epictouch,default/supl,,,,,,,,,
1,EpicMMS,310,610,mms.epictouch,mms,http://mmsc.westlinkcom.com/servlets/mms,63.99.231.135,8080,,,,,,
1,T-Mobile US 660,310,660,epc.tmobile.com,default/supl/mms,http://mms.msg.eng.t-mobile.com/mms/wapenc,,,none,none,,,*,
1,iWireless,310,770,i2.iwireless.com,default/supl,,,,,,,,,
1,iWireless MMS,310,770,wap1.iwireless.com,mms,http://mmsc.iwireless.dataonair.net:6672,209.4.229.32,9201,,,,,,
1,PIAPicture Messaging,310,770,wap9.iwireless.com,mms,http://mmsc.iwireless.dataonair.net:6672,209.4.229.32,9401,,,,,,
1,T-Mobile US 800,310,800,epc.tmobile.com,default/supl/mms,http://mms.msg.eng.t-mobile.com/mms/wapenc,,,none,none,,,*,
1,Internet,310,840,isp,default/supl,,,,,,,,,
1,MMS,310,840,mms,mms,http://mms.edgemobile.net/mmsc,12.108.12.13,3128,,,,,,
1,Edge MMS Prepay,310,840,ppmms,mms,http://mms.edgemobile.net/mmsc,12.108.12.13,3128,,,,,,
1,DTC MMS,310,880,mms.adv.com,mms,http://mms.iot1.com/advantage/mms.php,,,,,,,,
1,WOW_WAP,310,910,wap.firstcellular.com,default/supl/mms,mms.firstcellular.net/mmsc,10.101.1.5,3128,,,,,,
1,MMS,311,190,wap.cellular1.net,mms,http://mms.cellular1.net/ecit/mms.php,,,,,,,,
1,Farmers,311,210,internet.farmerswireless.com,default/supl,,,,,,,,,
1,Farmers MMS,311,210,mms.farmers.com,mms,172.16.0.37:8514,,,,,,,,
1,GCI Data,311,370,web.gci,default/supl,,,,,,,,,
1,GCI MMS,311,370,mms.gci,mms,http://mmsc.gci.csky.us:6672,209.4.229.92,9201,,,,,,
1,Videotron,302,500,media.videotron,default/supl,,,,,,,,,
1,Videotron MMS,302,500,media.videotron,mms,http://media.videotron.com/,10.208.89.17,8080,,,,,,
1,Claro PR,330,11,internet.claropr.com,default/supl,,,,,,,8080,,
1,Claro PR MMS,330,11,mms.claropr.com,mms,http://mmsg.claropr.com:1021/mmsc,10.50.38.3,8799,,,,,,
1,Telcel EDGE,334,20,internet.itelcel.com,default/supl,,,,webgprs,webgprs2002,,,,
1,Telcel MMS,334,20,mms.itelcel.com,mms,http://mms.itelcel.com/servlets/mms,148.233.151.240,8080,mmsgprs,mmsgprs2003,,,,
1,Telcel Internet,334,2,internet.itelcel.com,default/supl,,,,webgprs,webgprs2002,,,,
1,Mensajas Multimedia,334,2,mms.itelcel.com,mms,http://mms.itelcel.com/servlets/mms,148.233.151.240,8080,mmsgprs,mmsgprs2003,,,,
1,Movistar MX,334,3,internet.movistar.mx,default/supl,,,,movistar,movistar,,,,
1,Movistar MX MMS,334,3,mms.movistar.mx,mms,http://mms.movistar.mx,10.2.20.1,9201,movistar,movistar,,,,
1,Digicel JM,338,50,wap.digiceljamaica.com,default/supl,,,,,,,,,
1,Digicel JM MMS,338,50,wap.digiceljamaica.com,mms,http://mms.digicelgroup.com,172.016.007.012,8080,wapuser,wap03jam,,,,
1,Digicel BM,338,50,web.digicelbermuda.com,default/supl,,,,,,,,,
1,Claro JM,338,70,internet.ideasclaro.com.jm,default/supl,,,,,,,8080,,
1,Orange GP MMS,340,1,orangewap,mms,http://193.251.160.246/servlets/mms,10.0.0.10,8082,orange,orange,,,,
1,Orange GP,340,1,orangeweb,default/supl,,,,orange,orange,,,,
1,Digicel BB MMS,342,750,wap.digicelbarbados.com,mms,http://mme.digiceljamaica.com/servlets/mms,172.016.007.012,8080,wapbarb,wap03barb,,,,
1,Digicel BB,342,750,web.digicelbarbados.com,default/supl,,,,,,,,,
1,LIME,344,920,internet,default/supl,,,,,,,,,
1,Digicel VC,360,70,wap.digiceloecs.com,default/supl,,,,wapoecs,wap03oecs,,,,
1,Setar MMS,363,1,mms.setar.aw,mms,http://mms.setar.aw,209.88.130.210,8081,,,,,,
1,Setar,363,1,wap.setar.aw,default/supl,,,,,,,,,
1,BATELCO BS,364,390,internet.btcbahamas.com,default/supl,,,,,,,,,
1,Orange DO,370,1,orangenet.com.do,default/supl,,,,,,,,,
1,Orange DO MMS,370,1,orangeworld,mms,http://mmr.orangewi.com/servlets/mms,172.16.126.70,8080,,,,,,
1,Azercell,400,1,internet,default/supl,,,,,,,,,
1,Azercell MMS,400,1,mms,mms,http://mms.azercell.com/cMMSC/post,10.0.154.101,8080,,,,,,
1,Bakcell,400,2,mms,default/supl/mms,http://mms.bakcell.com/mms/wapenc,213.172.091.046,8080,,,,,,
1,Nar,400,4,nar,default/supl/mms,http://mmsc,10.20.0.40,8080,nar,nar,,,,
1,BeeLine KZ,401,1,internet.beeline.kz,default/supl,,,,internet.beeline,,,,,
1,Kcell,401,2,internet,default/supl,,,,,,,,,
1,Kcell MMS,401,2,mms,mms,http://mms.kcell.kz/post,195.047.255.007,8080,,,,,,
1,RCOM,404,13,rcomnet,default/supl,,,,,,,,,
1,Vodafone IN MMS,404,1,portalnmms,mms,http://mms1.live.vodafone.in/mms/,10.10.1.100,9401,,,,,,
1,Vodafone IN,404,1,www,default/supl,,,,,,,,,
1,Airtel,404,2,airtelgprs.com,default/supl/mms,http://100.1.201.171:10021/mmsc,100.1.201.172,8799,,,,,,
1,Airtel,404,3,airtelgprs.com,default/supl/mms,http://100.1.201.171:10021/mmsc,100.1.201.172,8799,,,,,,
1,IDEA,404,4,internet,default/supl,,,,,,,,,
1,IDEA MMS,404,4,mmsc,mms,http://10.4.42.21:8002/,10.4.42.15,8080,,,,,,
1,Vodafone IN MMS,404,5,portalnmms,mms,http://mms1.live.vodafone.in/mms/,10.10.1.100,9401,,,,,,
1,Vodafone IN,404,5,www,default/supl,,,,,,,,,
1,IDEA,404,7,internet,default/supl,,,,,,,,,
1,IDEA MMS,404,7,mmsc,mms,http://10.4.42.21:8002/,10.4.42.15,8080,,,,,,
1,Reliance MMS,404,9,rcommms,mms,http://mms.rcom.co.in:6081/mms,10.239.221.5,8080,,,,,,
1,Reliance,404,9,rcomnet,default/supl,,,,,,,,,
1,Airtel,404,10,airtelgprs.com,default/supl/mms,http://100.1.201.171:10021/mmsc,100.1.201.172,8799,,,,,,
1,Vodafone IN MMS,404,11,portalnmms,mms,http://mms1.live.vodafone.in/mms/,10.10.1.100,9401,,,,,,
1,Vodafone IN,404,11,www,default/supl,,,,,,,,,
1,IDEA,404,12,internet,default/supl,,,,,,,,,
1,IDEA MMS,404,12,mmsc,mms,http://10.4.42.21:8002/,10.4.42.15,8080,,,,,,
1,Vodafone IN MMS,404,13,portalnmms,mms,http://mms1.live.vodafone.in/mms/,10.10.1.100,9401,,,,,,
1,Vodafone IN,404,13,www,default/supl,,,,,,,,,
1,IDEA,404,14,internet,default/supl,,,,,,,,,
1,IDEA MMS,404,14,mmsc,mms,http://10.4.42.21:8002/,10.4.42.15,8080,,,,,,
1,SPICE,404,14,spicegprs,default/supl,,,,,,,,,
1,SPICE MMS,404,14,spicemms,mms,http://10.200.200.3:8514,10.200.200.3,8080,User Mobile number,spice,,,,
1,Vodafone IN MMS,404,15,portalnmms,mms,http://mms1.live.vodafone.in/mms/,10.10.1.100,9401,,,,,,
1,Vodafone IN,404,15,www,default/supl,,,,,,,,,
1,Airtel,404,16,airtelgprs.com,default/supl/mms,http://100.1.201.171:10021/mmsc,100.1.201.172,8799,,,,,,
1,Aircel,404,17,aircelgprs,default/supl,,,,,,,,,
1,Aircel MMS,404,17,aircelmms,mms,http://mmsc/mmrelay.app,192.168.35.196,8081,,,,,,
1,Reliance MMS,404,18,rcommms,mms,http://mms.rcom.co.in:6081/mms,10.239.221.5,8080,,,,,,
1,Reliance,404,18,rcomnet,default/supl,,,,,,,,,
1,IDEA,404,19,internet,default/supl,,,,,,,,,
1,IDEA MMS,404,19,mmsc,mms,http://10.4.42.21:8002/,10.4.42.15,8080,,,,,,
1,Vodafone IN MMS,404,20,portalnmms,mms,http://mms1.live.vodafone.in/mms/,10.10.1.100,9401,,,,,,
1,Vodafone IN,404,20,www,default/supl,,,,,,,,,
1,BPL MMS,404,21,mizone,mms,http://mms.bplmobile.com:8080,10.0.0.10,8080,MSISDN,bplmmsc,,,,
1,BPL,404,21,www,default/supl,,,,MSISDN,bplmmsc,,,,
1,IDEA,404,22,internet,default/supl,,,,,,,,,
1,IDEA MMS,404,22,mmsc,mms,http://10.4.42.21:8002/,10.4.42.15,8080,,,,,,
1,IDEA,404,24,internet,default/supl,,,,,,,,,
1,IDEA MMS,404,24,mmsc,mms,http://10.4.42.21:8002/,10.4.42.15,8080,,,,,,
1,Aircel,404,25,aircelgprs,default/supl,,,,,,,,,
1,Aircel MMS,404,25,aircelmm s,mms,http://mmsc/mmrelay.app,192.168.35.196,8081,,,,,,
1,BPL MMS,404,27,mizone,mms,http://mms.bplmobile.com:8080,10.0.0.10,8080,MSISDN,bplmmsc,,,,
1,BPL,404,27,www,default/supl,,,,MSISDN,bplmmsc,,,,
1,Aircel,404,28,aircelgprs,default/supl,,,,,,,,,
1,Aircel MMS,404,28,aircelmms,mms,http://mmsc/mmrelay.app,192.168.35.196,8081,,,,,,
1,Aircel,404,29,aircelgprs,default/supl,,,,,,,,,
1,Aircel MMS,404,29,aircelmms,mms,http://mmsc/mmrelay.app,192.168.35.196,8081,,,,,,
1,Vodafone IN MMS,404,30,portalnmms,mms,http://mms1.live.vodafone.in/mms/,10.10.1.100,9401,,,,,,
1,Vodafone IN,404,30,www,default/supl,,,,,,,,,
1,Airtel,404,31,airtelgprs.com,default/supl/mms,http://100.1.201.171:10021/mmsc,100.1.201.172,8799,,,,,,
1,Aircel,404,33,aircelgprs,default/supl,,,,,,,,,
1,Aircel MMS,404,33,aircelmms,mms,http://mmsc/mmrelay.app,192.168.35.196,8081,,,,,,
1,BSNL,404,34,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,34,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,Aircel,404,35,aircelgprs,default/supl,,,,,,,,,
1,Aircel MMS,404,35,aircelmms,mms,http://mmsc/mmrelay.app,192.168.35.196,8081,,,,,,
1,Reliance MMS,404,36,rcommms,mms,http://mms.rcom.co.in:6081/mms,10.239.221.5,8080,,,,,,
1,Reliance,404,36,rcomnet,default/supl,,,,,,,,,
1,Aircel,404,37,aircelgprs,default/supl,,,,,,,,,
1,Aircel MMS,404,37,aircelmms,mms,http://mmsc/mmrelay.app,192.168.35.196,8081,,,,,,
1,BSNL,404,38,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,38,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,Airtel,404,40,airtelgprs.com,default/supl/mms,http://100.1.201.171:10021/mmsc,100.1.201.172,8799,,,,,,
1,Aircel,404,41,aircelgprs,default/supl,,,,,,,,,
1,Aircel MMS,404,41,aircelmms,mms,http://mmsc/mmrelay.app,192.168.35.196,8081,,,,,,
1,Aircel,404,42,aircelgprs,default/supl,,,,,,,,,
1,Aircel MMS,404,42,aircelmms,mms,http://mmsc/mmrelay.app,192.168.35.196,8081,,,,,,
1,BPL MMS,404,43,mizone,mms,http://mms.bplmobile.com:8080,10.0.0.10,8080,MSISDN,bplmmsc,,,,
1,BPL,404,43,www,default/supl,,,,MSISDN,bplmmsc,,,,
1,IDEA,404,44,internet,default/supl,,,,,,,,,
1,IDEA MMS,404,44,mmsc,mms,http://10.4.42.21:8002/,10.4.42.15,8080,,,,,,
1,SPICE,404,44,spicegprs,default/supl,,,,,,,,,
1,SPICE MMS,404,44,spicemms,mms,http://10.200.200.3:8514,10.200.200.3,8080,User Mobile number,spice,,,,
1,Airtel,404,45,airtelgprs.com,default/supl/mms,http://100.1.201.171:10021/mmsc,100.1.201.172,8799,,,,,,
1,BPL MMS,404,46,mizone,mms,http://mms.bplmobile.com:8080,10.0.0.10,8080,MSISDN,bplmmsc,,,,
1,BPL,404,46,www,default/supl,,,,MSISDN,bplmmsc,,,,
1,Airtel,404,49,airtelgprs.com,default/supl/mms,http://100.1.201.171:10021/mmsc,100.1.201.172,8799,,,,,,
1,Reliance MMS,404,50,rcommms,mms,http://mms.rcom.co.in:6081/mms,10.239.221.5,8080,,,,,,
1,Reliance,404,50,rcomnet,default/supl,,,,,,,,,
1,BSNL,404,51,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,51,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,Reliance MMS,404,52,rcommms,mms,http://mms.rcom.co.in:6081/mms,10.239.221.5,8080,,,,,,
1,Reliance,404,52,rcomnet,default/supl,,,,,,,,,
1,BSNL,404,53,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,53,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,BSNL,404,54,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,54,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,BSNL,404,55,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,55,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,IDEA,404,56,internet,default/supl,,,,,,,,,
1,IDEA MMS,404,56,mmsc,mms,http://10.4.42.21:8002/,10.4.42.15,8080,,,,,,
1,BSNL,404,57,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,57,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,BSNL,404,58,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,58,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,BSNL,404,59,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,59,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,Vodafone IN MMS,404,60,portalnmms,mms,http://mms1.live.vodafone.in/mms/,10.10.1.100,9401,,,,,,
1,Vodafone IN,404,60,www,default/supl,,,,,,,,,
1,BSNL,404,62,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,62,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,BSNL,404,64,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,64,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,BSNL,404,66,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,66,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,Reliance MMS,404,67,rcommms,mms,http://mms.rcom.co.in:6081/mms,10.239.221.5,8080,,,,,,
1,Reliance,404,67,rcomnet,default/supl,,,,,,,,,
1,MTNL Delhi Postpaid,404,69,gprsmtnldel,default/supl/mms,http://172.16.39.140/mms/,172.16.39.10,9201,mtnl,mtnl123,,,,
1,MTNL Mumbai Postpaid,404,69,gprsmtnlmum,default/supl/mms,http://172.16.39.140/mms/,172.16.39.10,9401,mtnl,mtnl123,,,,
1,MTNL Delhi Prepaid,404,69,gprsppsdel,default/supl/mms,http://172.16.39.140/mms/,172.16.39.10,9201,mtnl,mtnl123,,,,
1,MTNL Mumbai Prepaid,404,69,gprsppsmum,default/supl/mms,http://172.16.39.140/mms/,172.16.39.10,9401,mtnl,mtnl123,,,,
1,Airtel,404,70,airtelgprs.com,default/supl/mms,http://100.1.201.171:10021/mmsc,100.1.201.172,8799,,,,,,
1,BSNL,404,71,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,71,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,BSNL,404,72,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,72,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,BSNL,404,73,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,73,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,BSNL,404,74,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,74,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,Vodafone IN MMS,404,751,portalnmms,mms,http://mms1.live.vodafone.in/mms/,10.10.1.100,9401,,,,,,
1,BSNL,404,75,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,75,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,BSNL,404,76,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,76,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,BSNL,404,77,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,77,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,IDEA,404,78,internet,default/supl,,,,,,,,,
1,IDEA MMS,404,78,mmsc,mms,http://10.4.42.21:8002/,10.4.42.15,8080,,,,,,
1,BSNL,404,80,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,80,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,BSNL,404,81,bsnlnet,default/supl,,,,MSISDN,MSISDN,,,,
1,BSNL MMS,404,81,mmssouth.cellone.in,mms,http://10.7.236.11:8514,10.7.236.11,8080,MSISDN,mmsc,,,,
1,IDEA,404,82,internet,default/supl,,,,,,,,,
1,IDEA MMS,404,82,mmsc,mms,http://10.4.42.21:8002/,10.4.42.15,8080,,,,,,
1,Reliance MMS,404,83,rcommms,mms,http://mms.rcom.co.in:6081/mms,10.239.221.5,8080,,,,,,
1,Reliance,404,83,rcomnet,default/supl,,,,,,,,,
1,Vodafone IN MMS,404,84,portalnmms,mms,http://mms1.live.vodafone.in/mms/,10.10.1.100,9401,,,,,,
1,Vodafone IN,404,84,www,default/supl,,,,,,,,,
1,Reliance MMS,404,85,rcommms,mms,http://mms.rcom.co.in:6081/mms,10.239.221.5,8080,,,,,,
1,Reliance,404,85,rcomnet,default/supl,,,,,,,,,
1,India Hutch,404,86,portalnmms,default/supl/mms,http://mms1.hutchworld.co.in/mms/,,,,,10.10.1.100,9401,,
1,Vodafone IN MMS,404,86,portalnmms,mms,http://mms1.live.vodafone.in/mms/,10.10.1.100,9401,,,,,,
1,Vodafone IN,404,86,www,default/supl,,,,,,,,,
1,IDEA,404,87,internet,default/supl,,,,,,,,,
1,IDEA MMS,404,87,mmsc,mms,http://10.4.42.21:8002/,10.4.42.15,8080,,,,,,
1,Vodafone IN MMS,404,88,portalnmms,mms,http://mms1.live.vodafone.in/mms/,10.10.1.100,9401,,,,,,
1,Vodafone IN,404,88,www,default/supl,,,,,,,,,
1,IDEA,404,89,internet,default/supl,,,,,,,,,
1,IDEA MMS,404,89,mmsc,mms,http://10.4.42.21:8002/,10.4.42.15,8080,,,,,,
1,Airtel,404,90,airtelgprs.com,default/supl/mms,http://100.1.201.171:10021/mmsc,100.1.201.172,8799,,,,,,
1,Aircel,404,91,aircelgprs,default/supl,,,,,,,,,
1,Aircel MMS,404,91,aircelmms,mms,http://mmsc/mmrelay.app,192.168.35.196,8081,,,,,,
1,Airtel,404,92,airtelgprs.com,default/supl/mms,http://100.1.201.171:10021/mmsc,100.1.201.172,8799,,,,,,
1,Airtel,404,93,airtelgprs.com,default/supl/mms,http://100.1.201.171:10021/mmsc,100.1.201.172,8799,,,,,,
1,Airtel,404,94,airtelgprs.com,default/supl/mms,http://100.1.201.171:10021/mmsc,100.1.201.172,8799,,,,,,
1,Airtel,404,95,airtelgprs.com,default/supl/mms,http://100.1.201.171:10021/mmsc,100.1.201.172,8799,,,,,,
1,Airtel,404,96,airtelgprs.com,default/supl/mms,http://100.1.201.171:10021/mmsc,100.1.201.172,8799,,,,,,
1,Airtel,404,97,airtelgprs.com,default/supl/mms,http://100.1.201.171:10021/mmsc,100.1.201.172,8799,,,,,,
1,Airtel,404,98,airtelgprs.com,default/supl/mms,http://100.1.201.171:10021/mmsc,100.1.201.172,8799,,,,,,
1,Reliance MMS,405,1,rcommms,mms,http://mms.rcom.co.in:6081/mms,10.239.221.5,8080,,,,,,
1,Reliance,405,1,rcomnet,default/supl,,,,,,,,,
1,TA TA DoCoMo,405,25,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,25,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,TA TA DoCoMo,405,26,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,26,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,TA TA DoCoMo,405,27,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,27,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,TA TA DoCoMo,405,29,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,29,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,TA TA DoCoMo,405,30,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,30,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,TA TA DoCoMo,405,31,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,31,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,TA TA DoCoMo,405,32,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,32,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,TA TA DoCoMo,405,33,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,33,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,TA TA DoCoMo,405,34,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,34,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,TA TA DoCoMo,405,35,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,35,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,TA TA DoCoMo,405,36,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,36,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,TA TA DoCoMo,405,37,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,37,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,TA TA DoCoMo,405,38,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,38,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,TA TA DoCoMo,405,39,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,39,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,Reliance MMS,405,3,rcommms,mms,http://mms.rcom.co.in:6081/mms,10.239.221.5,8080,,,,,,
1,Reliance,405,3,rcomnet,default/supl,,,,,,,,,
1,TA TA DoCoMo,405,40,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,40,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,TA TA DoCoMo,405,41,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,41,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,TA TA DoCoMo,405,42,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,42,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,TA TA DoCoMo,405,43,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,43,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,TA TA DoCoMo,405,44,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,44,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,TA TA DoCoMo,405,45,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,45,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,TA TA DoCoMo,405,46,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,46,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,TA TA DoCoMo,405,47,TATA.DOCOMO.INTERNET,default/supl,,,,,,,,,
1,TA TA DoCoMo MMS,405,47,TATA.DOCOMO.MMS,mms,http://mmsc/,10.124.26.94,8799,,,,,,
1,Reliance MMS,405,5,rcommms,mms,http://mms.rcom.co.in:6081/mms,10.239.221.5,8080,,,,,,
1,Reliance,405,5,rcomnet,default/supl,,,,,,,,,
1,Reliance MMS,405,6,rcommms,mms,http://mms.rcom.co.in:6081/mms,10.239.221.5,8080,,,,,,
1,Reliance,405,6,rcomnet,default/supl,,,,,,,,,
1,Reliance MMS,405,7,rcommms,mms,http://mms.rcom.co.in:6081/mms,10.239.221.5,8080,,,,,,
1,Reliance,405,7,rcomnet,default/supl,,,,,,,,,
1,Reliance MMS,405,8,rcommms,mms,http://mms.rcom.co.in:6081/mms,10.239.221.5,8080,,,,,,
1,Reliance,405,8,rcomnet,default/supl,,,,,,,,,
1,Reliance MMS,405,9,rcommms,mms,http://mms.rcom.co.in:6081/mms,10.239.221.5,8080,,,,,,
1,Reliance,405,9,rcomnet,default/supl,,,,,,,,,
1,Reliance MMS,405,10,rcommms,mms,http://mms.rcom.co.in:6081/mms,10.239.221.5,8080,,,,,,
1,Reliance,405,10,rcomnet,default/supl,,,,,,,,,
